seq_score,mapped,occurence
70.38,1.0,1.0
70.39,0.0,1.0
70.4,0.0,1.0
70.4,1.0,1.0
70.41,0.0,1.0
70.43,1.0,1.0
70.44,0.0,1.0
70.49,0.0,1.0
70.52,1.0,2.0
70.54,0.0,1.0
70.56,1.0,2.0
70.58,0.0,2.0
70.63,1.0,1.0
70.66,0.0,1.0
70.68,0.0,1.0
70.69,1.0,1.0
70.7,1.0,1.0
70.71,0.0,1.0
70.74,0.0,2.0
70.75,1.0,1.0
70.77,0.0,2.0
70.78,0.0,1.0
70.81,1.0,1.0
70.82,0.0,1.0
70.84,0.0,1.0
70.87,0.0,1.0
70.91,0.0,3.0
70.94,1.0,1.0
70.96,0.0,1.0
71.0,0.0,1.0
71.02,0.0,3.0
71.03,0.0,1.0
71.05,0.0,1.0
71.07,0.0,1.0
71.08,0.0,1.0
71.09,0.0,1.0
71.11,1.0,1.0
71.13,0.0,1.0
71.16,1.0,1.0
71.17,0.0,1.0
71.18,0.0,1.0
71.19,0.0,1.0
71.21,0.0,1.0
71.22,0.0,1.0
71.29,0.0,1.0
71.29,1.0,1.0
71.3,0.0,1.0
71.32,0.0,2.0
71.33,0.0,1.0
71.38,0.0,2.0
71.44,0.0,1.0
71.45,0.0,1.0
71.48,0.0,1.0
71.49,1.0,1.0
71.54,0.0,1.0
71.55,0.0,1.0
71.57,0.0,1.0
71.59,1.0,1.0
71.63,0.0,1.0
71.64,0.0,1.0
71.65,0.0,1.0
71.68,0.0,2.0
71.7,0.0,1.0
71.71,0.0,2.0
71.71,1.0,1.0
71.72,0.0,2.0
71.75,1.0,1.0
71.77,1.0,1.0
71.78,0.0,2.0
71.79,1.0,1.0
71.84,0.0,1.0
71.84,1.0,1.0
71.86,0.0,1.0
71.87,0.0,1.0
71.92,0.0,1.0
71.93,0.0,1.0
71.96,0.0,1.0
71.97,1.0,1.0
72.02,1.0,1.0
72.03,0.0,1.0
72.05,0.0,1.0
72.11,0.0,1.0
72.12,0.0,2.0
72.12,1.0,1.0
72.14,0.0,2.0
72.16,0.0,1.0
72.22,0.0,1.0
72.23,0.0,1.0
72.25,0.0,1.0
72.27,0.0,1.0
72.29,0.0,1.0
72.36,0.0,1.0
72.39,0.0,1.0
72.41,0.0,1.0
72.53,1.0,1.0
72.54,0.0,1.0
72.56,0.0,1.0
72.57,1.0,1.0
72.58,0.0,1.0
72.58,1.0,1.0
72.59,0.0,1.0
72.62,1.0,1.0
72.63,0.0,1.0
72.63,1.0,1.0
72.64,0.0,2.0
72.66,0.0,1.0
72.72,1.0,1.0
72.74,0.0,1.0
72.79,0.0,1.0
72.82,0.0,1.0
72.84,0.0,1.0
72.86,1.0,1.0
72.93,0.0,2.0
72.97,0.0,1.0
73.0,0.0,1.0
73.04,0.0,1.0
73.06,0.0,1.0
73.1,0.0,1.0
73.15,1.0,1.0
73.22,0.0,2.0
73.24,1.0,1.0
73.25,0.0,1.0
73.26,0.0,1.0
73.29,0.0,1.0
73.3,0.0,2.0
73.31,1.0,1.0
73.34,1.0,1.0
73.36,0.0,1.0
73.37,0.0,1.0
73.52,0.0,1.0
73.55,1.0,1.0
73.58,0.0,1.0
73.59,0.0,1.0
73.69,1.0,1.0
73.82,0.0,1.0
73.9,0.0,1.0
73.96,0.0,1.0
73.97,1.0,1.0
74.01,0.0,1.0
74.04,0.0,1.0
74.07,0.0,1.0
74.08,0.0,2.0
74.18,0.0,1.0
74.31,0.0,1.0
74.38,0.0,1.0
74.4,0.0,1.0
74.44,0.0,1.0
74.5,0.0,1.0
74.59,0.0,1.0
74.61,0.0,1.0
74.62,0.0,1.0
74.81,0.0,1.0
74.85,0.0,1.0
74.98,1.0,1.0
74.99,1.0,1.0
75.06,0.0,1.0
75.18,0.0,1.0
75.22,0.0,1.0
75.23,0.0,1.0
75.63,0.0,1.0
76.0,0.0,1.0
76.03,0.0,1.0
77.1,0.0,1.0

